wallet,cluster_id,cluster_size,suspicion_score,is_anomaly,cluster_risk_score,cluster_anomaly_count
1MBMMVvSbD5fGRDBUjRAqATLKY3EoQs55P,242,37,49.82,No,48.46,15
36TWTtfhatfmaym7744KFREsf2ZmQagJ9i,242,37,30.02,No,48.46,15
19FRVtKjbMzGK1HpA7zSXi2AgYGRcwn1ru,242,37,47.96,No,48.46,15
bc1qdjrk6sykjgrhdvw8rjz9vkq507x422u3x40y9n,242,37,31.15,No,48.46,15
bc1qgm5ylmyltmmephz4nnvtpf80f7yhr0lfswtswu,242,37,69.3,Yes,48.46,15
34RRioraoXEX9nkQ7KAUAVBnPekSPPbqGf,242,37,29.33,No,48.46,15
1HE2AQig6uZwmTNvNL329aTvmSowDib9NX,242,37,69.3,Yes,48.46,15
bc1pe3zx4l9f5zuw99uznqvyjeg8e3zy2rjucswt2gp05kq8mr5nwudq7j7ghn,242,37,72.68,Yes,48.46,15
bc1qyq7e8ja6gfqe2hecmvqg0pfyj9y84kke7hmp26,242,37,43.08,No,48.46,15
1ATNw178oj9rMqa9Xh8RC8TYQ2Wz69tN9u,242,37,28.1,No,48.46,15
3LU5A3AsQA2C6CegKLz2oWjSWUsc1ictCZ,255,7,38.14,No,47.55,1
bc1q3smm60u0fu4c04zjclk3jp8ndg5hrlwkuewd3z,255,7,46.46,No,47.55,1
bc1qav5357zdy3mxdmxeck2syjl3s27ydcu2a4vh7g,255,7,43.46,No,47.55,1
bc1qt6nk5790ejsf0hm2th4qqwda2jjejwr3sdxkh9,255,7,54.03,No,47.55,1
bc1qxdmr0jneeuemffpucd3atw309q3cardpuf2dap,255,7,66.79,Yes,47.55,1
bc1p573y5p4dfvnkefev495h27xaasw7uq9kx3hntc2893uzcmr8p26s0fy27f,255,7,54.88,No,47.55,1
bc1q27xqd7d05mrtf5eag4auhjhkqpxjpr7tvfqvep,255,7,29.09,No,47.55,1
16KGfeyt2RRxcpRVHDXvMTAT8vs9GvZDyc,189,5,38.67,No,46.98,2
bc1p6yzg4zhyptjawpjwaxwhmla9pgx7upl6rls3jm5237stt6qldd2qyv7acc,189,5,42.63,No,46.98,2
bc1qzmcfcnhgsprruwgfzsy52da52mpg6rjhhr278a,189,5,56.54,Yes,46.98,2
154eoGVmSEG5maR5YyLBD7HhWLZniVndue,189,5,59.36,Yes,46.98,2
1F78tFZfkqdqGqVwwmQWbb2PyyjKCNjhrp,189,5,37.71,No,46.98,2
bc1q5j5fl23asr8eawve882ev30tartuv4fg9qsgf9,269,6,31.2,No,46.83,1
bc1q4k3s044r2wdkk4a5g0l8gpg5qh6faz9m2xnfxx,269,6,51.49,No,46.83,1
1Pp2hhHRiXSZPvroJZt3m6pyDcpkHCsJMz,269,6,53.84,No,46.83,1
bc1q4w57adwjgajtpd586nx2m6gj6wf0n7ag6hnmj0,269,6,57.38,Yes,46.83,1
3HAucapL2Q8GFT37XWJcgccapp9raPTqKv,269,6,51.95,No,46.83,1
bc1qhwfr24p7fhf7nu4ex0l7autm03mrrc5tah6ygz,269,6,35.1,No,46.83,1
1HvEFZQq9uyLzBZLqw5h47oxRHhKnnWWeo,190,5,36.31,No,46.63,1
13EvUt6PMv2RDwbRanDD1UwvPggE3CH1cq,190,5,44.97,No,46.63,1
bc1p9x5mmjmxsckhq8vzuqtlrrp9c7vzr9qes2nq229kwvvj7qeg3ekse84ucn,190,5,50.22,No,46.63,1
bc1ppqr2ws2c49qcwt97ue5kj3we62fp60g2y5zr9d5tex54ahpx85yqy7n0fg,190,5,56.9,Yes,46.63,1
bc1qwyfu24xkpxet3ukds5syt9nemp607hrd7wvhjm,190,5,44.76,No,46.63,1
112FnDXE3uyXKqhts1XU7F8JicngVsVREq,203,2,46.4,No,46.54,0
bc1pluxalk5zzj9k03ljrw9c26u3zg3vdtg4uwu97r37lej8z4nn2jzs6qzg4f,212,2,46.4,No,46.54,0
1BrbKCQ3NidPT7BzXvb6g2fNTAqMa2556U,203,2,46.69,No,46.54,0
1MqUBrxbBR3tdKkFUBUnZGoWrDJ7xZkH83,212,2,46.69,No,46.54,0
163SVNz5cSp57EtYNwxhMeA4HFuqGf1GxR,270,6,31.73,No,45.74,1
1DWAB1yNBUPR4DeV8sqSgZFSHHeUKWtRkF,270,6,54.09,No,45.74,1
38R39NT4t2pTU5nMHpeMUeBLhpu2sqSXj7,270,6,60.16,Yes,45.74,1
3BLKj8KcHdzom1KN4uYzeojY9nXwWFBfcS,270,6,52.04,No,45.74,1
1KfkdR9MpqqrVzbBuMPHmRfR2Y21UEpbx1,270,6,46.7,No,45.74,1
bc1qk8y9svry92f0fqmrg200vmhs0qa2lvw4pshkk3,270,6,29.71,No,45.74,1
1558RYVCRybzxhcpbCPuVtqcKd222X78BK,252,7,28.28,No,45.6,2
bc1q2a46q2z0fvvkw97fwnuctzvkueurj95qkna3ju,252,7,43.07,No,45.6,2
1BVmnKpr7SBMtvuNERgEB9nHqXXgHSmfWi,252,7,39.86,No,45.6,2
31naScfzmecnQp8fcrb3B6d9t8EgbRtWPC,252,7,47.19,No,45.6,2
19vUN3Usqnjs6z8GHSPUYbsZP3zHy7E63e,252,7,60.93,Yes,45.6,2
bc1qwl45qvwdxfxmka6g6pelghcjf87vma0chmvjae,252,7,56.59,Yes,45.6,2
bc1pu9amreda0322c86utr2ctz7g76gd6d6s0pv8x594gwu7gr5t0cqsnae5vl,252,7,43.27,No,45.6,2
bc1q77wa7tvw94x2s36v2f6w23a4jdrg64hmpqv56g,183,5,44.38,No,45.6,0
33heg19DiLBrhNfVBkzvqGBMTHZhY8H6Wt,183,5,45.92,No,45.6,0
1LjSJ3XwJe7EsGRGcDP49nekStvvQAaybq,183,5,44.35,No,45.6,0
bc1pj5s23gqy0y0chgnn7vdpzj0kq2l887m7lzxlwudm49sa9xpy9wyq49nce7,183,5,49.06,No,45.6,0
bc1q6jlzz0nwz6nn879cl9tv3dnh87y4f7y660zk3f,183,5,44.3,No,45.6,0
bc1qq4sn4mjdfg4tzamuny58r7c0zrnqqy32uv0cp4,272,6,38.79,No,45.59,1
3K41ZAAuMD4eiHvpvKMiVupZxZopKTq7zc,272,6,63.28,Yes,45.59,1
1M7YS84Qg5rnU9q1cE9qxdp9ELhxoDCh3u,272,6,46.9,No,45.59,1
bc1q39nl0w4kf0vflqrv9xmxrk63eu8dmq8awqsrk2,272,6,48.29,No,45.59,1
bc1qzsvtevun80s89glkyhkxlnq4zhtu9ql8qwnq7t,272,6,46.55,No,45.59,1
bc1qg64gcsdnglznmalp93d4drtepy2mle6grj3s79,272,6,29.71,No,45.59,1
bc1qxg7ct9msf42ejesauqt9yemj5cswjczk3f8uzj,199,5,35.68,No,45.48,0
bc1qf80daftaenx2k636p33lzs8yrr20d0l8mf3ucw,199,5,43.95,No,45.48,0
bc1qazannplj6jkk9scdpuxp8qt42hh3fnfumh583v,199,5,42.24,No,45.48,0
bc1qm2mpuq5qqvsvs9pxdn0y7qh8neqycf262gzy9z,199,5,54.07,No,45.48,0
181wJD3BF3eqJfHEKSYghDCWKdVKFbFdf8,199,5,51.48,No,45.48,0
1EjuqGHCT8C8UhvzrZ2TBndxDX78g8sSv9,291,3,42.07,No,45.44,0
bc1pjex6jt7c8vay2ayeqxd87n24g3tkzej34mz7q9fqg4yvan2yqd7sjdyf4h,291,3,51.8,No,45.44,0
14ZtDNKUyQ6jV3DdwfLgXkyNAeL35Bqst7,291,3,42.44,No,45.44,0
3JSZLFEBAL9ByUaq42dWhCiubpS62x1XkK,293,3,36.13,No,44.91,0
bc1pf78a6q85upy6add75vsctm0ausvxh90q2rycz89zanewxa582ukqzrq07l,293,3,44.43,No,44.91,0
bc1qxzsks08zst8x6n7x4g268gps9au08xtmheevtf,293,3,54.18,No,44.91,0
bc1qr53r7qeaew8huzy667u0nej96erzvzd5qc7h6k,66,5,43.43,No,44.85,0
1HMJpkxbpfqtFEdNQGwYGMaPWcZFPVMYoY,66,5,41.82,No,44.85,0
1G5bEShaEFPwej2tw7ZKHZSdNW5du9F4kL,66,5,53.03,No,44.85,0
3HLMjHtCXoa4EXZkngVFZrNDCdQLeXP3ZK,66,5,48.86,No,44.85,0
1EickKhfNnswReWQrceiAW1GNfn8a1NPrH,66,5,37.1,No,44.85,0
bc1qzkg09aletvzt3t83smer93h82s9mcm94g84tvk,289,3,49.55,No,44.74,0
1NytS3hgczwGJwp7RVLVeVrKY5EvdqmNjo,289,3,47.25,No,44.74,0
bc1q7mmhxu5t5ljhgnhq7hw7y4wnpg7glz3ptyaxsr,289,3,37.41,No,44.74,0
bc1qawuupddvqfa5rettduemernlqauzruaxl623yc,259,7,48.42,No,44.71,0
bc1qng3gt9a2ajk5ce8h3e8tqufxzyfv7k4lvwpzfa,259,7,46.03,No,44.71,0
bc1q8l94dt958jf435kymtpeess0rjm9tm5rctaz6d,259,7,49.62,No,44.71,0
13o7xUWsNf3vV5EfJvGCqsjy9pmjWWG8rT,259,7,53.13,No,44.71,0
bc1q4fhps32p74s2lnycu90fnqx9swma0q725k2h60,259,7,45.31,No,44.71,0
bc1qjw7ey95ccyteguw7cqzjmj6p7dwdpt50jpjxue,259,7,43.03,No,44.71,0
3QRP1NAuCV1hVEddqhEbMo9acfJ9jq5CzK,259,7,27.46,No,44.71,0
3GhGm7CJhbieUP7wkrzgJLCeHY4kZAPY8p,153,2,43.99,No,44.04,0
bc1qrx82w9665ew8wr2wdwc0jj3t0jjg6qs9lmgnk2,153,2,44.09,No,44.04,0
bc1q3ue4yhqca95704mavejr9xwlvtqaryrwsw4p0l,286,3,35.59,No,43.87,0
bc1qn3dnh2qyltvl525ce5uvj9pml36nay6ku2mh92,286,3,49.24,No,43.87,0
bc1qsec8f8fztljprr55cmyasdmh0mfa6s239me3lj,286,3,46.79,No,43.87,0
bc1qq255ghc4t6r64wnuhvfgwd3lrpf80qzca4vmys,297,2,43.54,No,43.68,0
174RgoNjkUFuH4jJF7YkWzk8AwihuWp574,297,2,43.82,No,43.68,0
1F9CHC3HfCMCMJFyyNUXQtaFHubWrjHr6u,67,5,36.17,No,43.63,0
1L5Qdbwqhvok7heGJ8huUUyXfYM1yXPCY1,67,5,45.84,No,43.63,0
1EGErUscoKnHpxuomanafmGTbmE1XEZgAk,67,5,46.39,No,43.63,0
3Pdx5gN3CDyYVoKDTCEVGC628cjLVvHS72,67,5,51.5,No,43.63,0
bc1q2st2e9wfp89t2uypghw5frewhjrxdu4jmf4pt6,67,5,38.27,No,43.63,0
bc1qmhfxp8vk72n9hmkpkn5wsdsffep6j4fcn2x9nd,256,7,26.48,No,43.59,0
389donNsw9JEgQehMRpwpct98sxrpxJDWN,256,7,44.6,No,43.59,0
1LQyMFqzmVxqv7ssG8TW8XWP534CqD6Tv2,256,7,48.42,No,43.59,0
13n2kssaDYtzQNHZXsCeMovADKTJxUxbfC,256,7,51.28,No,43.59,0
1FCe2aTaQkVuU36CVQajmYFXk34TQQ8Dsr,256,7,42.73,No,43.59,0
bc1qv6xvrkxga2we6u92y2fyagxk2twyjzxd2fgpyn,256,7,45.22,No,43.59,0
bc1qhfxup2yz6ldlfdprqq2fh7ka94hpdzqzl8n0hz,256,7,46.43,No,43.59,0
bc1qptsafn3p042x46ya29vf32nx9ccyg0n27fmk4d,185,5,35.16,No,43.39,0
3QMfkPCrhxqs5f5ST5Uyk1fSA5WLDF1mZC,185,5,42.85,No,43.39,0
3ARKR8b3viDW9Vba1buCgCv7ndJKFntoRY,185,5,45.84,No,43.39,0
bc1q08sy0fjls7ct9n48wht9rff0smx6yyp9xq0x4k,185,5,54.23,No,43.39,0
15Lq6vowaiZcUjrAa2yzbpbQKNMREfekKj,185,5,38.86,No,43.39,0
1JJb466YoANiHPTFt9ff2zRiLvLiSsqsVu,253,7,36.34,No,43.16,0
bc1qscuahmpy0jwxl3vkp675g8g52zadcpl5lz6mtk,253,7,50.29,No,43.16,0
bc1prpkmnlnzeq98v4yd70uym9nqc5hn0spmxhvd8m29q98tu0ngwdlqcmtlpk,253,7,42.74,No,43.16,0
bc1qvqetntuwm40epyc5qss2f76p7e0477mld0pnr0,253,7,46.06,No,43.16,0
3D1ibJVZei9RU7B3LJgkdiARXiBREFg5HY,253,7,41.28,No,43.16,0
1Nv6RxYEHmEywhjw3pZi63JogRc1AuL8Hr,253,7,38.97,No,43.16,0
13fyhSD8Hbq2hjj1T5n24UnLqL97JQFVtR,253,7,46.43,No,43.16,0
bc1qjwxlrkcqhujhc44x8arn4ffvxkx9lqxegmy5k2,1,5,29.4,No,43.06,1
12qGN1fP8aXxNVFwXPYp5mWfyxbMhgMMeh,1,5,49.94,No,43.06,1
3BA7XJVKCatcZjmRmkFZ12dJ7mD6w5Pg5z,1,5,57.26,Yes,43.06,1
36qxiBtBiJbTnTFNeBz2iQqPRfRBVSrrMH,1,5,48.63,No,43.06,1
3LnXBmt4QsNCAdPP6L8A9YNUposbf6FF3a,1,5,30.09,No,43.06,1
1AjGg9YdASeAKKX4aS2L29hA8zH6BWZoMG,129,5,29.16,No,42.97,0
1PUA8jQw7XNv2ZHW2WE63xqNyWBEPhQ44p,129,5,48.13,No,42.97,0
bc1qke6r8rqm20l9edlekr2lxf80fx3jdek76echmg,129,5,51.14,No,42.97,0
19z5QnvFvkZRe3WEJAvCgE3F6MMdAADeAd,129,5,49.23,No,42.97,0
bc1qyeur0lv8ydvdm0293lnwzjdcdaeqxwvyvw4xnh,129,5,37.18,No,42.97,0
13hejLavzsDrFp9TRyPnNEXicwEc21HggD,273,6,30.96,No,42.7,0
bc1q8gsduzxhyf7mhdlvu64eqqqns8gtfr6kxm04n2,273,6,52.26,No,42.7,0
bc1qkq4gsh0mxqwe6tdnl4xxrukkdlzz82rhtdcfwm,273,6,47.6,No,42.7,0
1826STvPbgxJ9uLSDySXp2sfWcdXUgjgu8,273,6,49.47,No,42.7,0
3DiSSVUR8fw8Sw41eWXxa8qNZxRUS9NxdR,273,6,45.14,No,42.7,0
bc1qa47pwhhykju5wv30g7rk5546jmxcg00xsm2dte,273,6,30.77,No,42.7,0
3GCQbBXbFnwJqreB7MsesSzFsdd44coBQt,292,3,39.4,No,42.41,0
bc1q0yqr4t6d8x2p707ac6kvr8rxr4nwrse59nxf9x,292,3,49.34,No,42.41,0
bc1qfmkc9zsyvzd55yqz2nvdmxehprmjjfusvrd9hn,292,3,38.48,No,42.41,0
bc1qj0egl2rxcasmeyxw953c5mqw77ddq535780ja0,260,7,45.08,No,42.33,0
bc1q6wslc20xnjk6n05mhsm9d2mc9k04jkpl3kgdd8,260,7,43.74,No,42.33,0
bc1pwpthan90hgvdjgn0lj5xg422yms8ajtjp9fmkqcd3dxxqa8mu7hqrszf2e,260,7,39.52,No,42.33,0
bc1q6nzd3k23qk5zaa0ucft8ze4n3uzm4qs90n5347,260,7,42.57,No,42.33,0
16QHtuhH6JEFvLo72ECGW5mtbUVwGQ6JqK,260,7,43.26,No,42.33,0
bc1qx0z72a6c4ffrtwkjffy2s9ue83s9thr3rznm5y,260,7,39.52,No,42.33,0
bc1pac2x67dlm8rnfnq84jv8jry27k70hk64qulkjsj0hnzkv3kelzwqju43n6,260,7,42.64,No,42.33,0
1LP9FZ2cqsNwifkNR5ZCZCFoNfap2srsNh,72,2,42.17,No,42.3,0
1EDiJSfKqTPvjkHJMQ5WPzT9gMKEb5iV8q,72,2,42.44,No,42.3,0
3LTWtk6qgnHtXXaTGdz7KjZYikHNDx2xd8,10,5,32.42,No,42.29,0
bc1qqh07zhfv8l8t3xd76959jye6h5tp2xh4fkmv6y,10,5,50.97,No,42.29,0
36Q87HKhKGan9QwKWpyoFTaQYMjfL747eD,10,5,51.25,No,42.29,0
1KaA5EYUWoH9b4RgYGjQhxvRgBo75ToG1P,10,5,47.05,No,42.29,0
1ATCtwWJswmxdUrYwTcS8UTtaYUmSu82U6,10,5,29.75,No,42.29,0
35BaPvWuDm2eG1hhWj6rMq9m3VPYa1CP9F,287,3,45.09,No,42.28,0
3R1W1ViM8Jd7Q6Cocnu42256TdFGxoYUti,287,3,45.74,No,42.28,0
3BjcZYG2EXhLiGGPSuTQ7nQq3sL5CRUbWu,287,3,36.01,No,42.28,0
3QJ8As7sHY23VeXHG5Vce4kQbxfo7ex16d,16,5,29.7,No,42.18,0
17KpY8Xb79TAr7xN3idzr2htjVLsUKLxnj,16,5,47.14,No,42.18,0
bc1p4l43z0gds3x5cvljvu5sm004mw7r2p366epfddfwrhpqwjq2hmns0hpaem,16,5,52.08,No,42.18,0
14Dys8DYvdEnRPStPAi7pGRzVXVvfssLXe,16,5,46.97,No,42.18,0
323WfbovMzueZDHpYnkruAQQkUkezfJzZP,16,5,35.01,No,42.18,0
1MZfLMJuYmmSbPp3jAHQkcy7cJAJfZ8Kru,274,6,29.97,No,42.0,0
1GdqVrxa4inX6J6pWE1CWSSwUsz8jc9Lw9,274,6,52.15,No,42.0,0
bc1qqpc0247unkwyl2uj2sp265vf560u2ys6szuazs,274,6,45.83,No,42.0,0
39Q4HpWCnvdiRcvFYTLSXsHeK85SVsFW2M,274,6,49.18,No,42.0,0
bc1qr5pwvhtkk7q95h477a36uzzf24salsn34a6z74,274,6,43.9,No,42.0,0
bc1psqumrdlqax5ka3g098tlyx2yazavhan0lt7lttgadzkqqjxsr8xq3d4gp2,274,6,30.96,No,42.0,0
bc1ql62wadmwxzarwdv8psktz7asyqelktvm8t923s,201,2,41.85,No,41.96,0
bc1qde8z936gztc94ake0as544tr2t9rmmcnyn35fg,201,2,42.06,No,41.96,0
18wfSG8D2kTXuPb6UaK3FzkmwLRMWQgK5j,9,5,30.56,No,41.66,0
bc1qghtkxlu8z8vesnw2e4a2jhsyx2w29h7kg7kn8y,9,5,48.75,No,41.66,0
bc1p07rcmszwhw5dr3r3fdkwphpzn7lm5jy4ardtjzuhavv3h8ftr5sq276a40,9,5,50.25,No,41.66,0
1EKy1M2KQDt2fQ5zCx8HUpWWyGgoCyrQ87,9,5,47.75,No,41.66,0
bc1qgxvnj29w2x4mx977xxrf2v47h8s4609ql27p3t,9,5,30.98,No,41.66,0
bc1qm28vrthz695jclk6eters8cj4vj2pvh52dja8f,285,3,34.83,No,41.04,0
331a2kw3t42Zmtxy7HRktT2YW12hrxxp6q,285,3,45.64,No,41.04,0
3LEepbcvygCouSm3fBsF1KFnu32AmEvdf7,285,3,42.64,No,41.04,0
bc1q8vxq63s50r8v44gdwxey4rg6xdhfmhy9ys0gpv,235,20,57.56,Yes,40.97,3
bc1qa95mtrrsrd9ufdq8vrsl2qr48mqsg06kz0guw4,235,20,44.41,No,40.97,3
1FJ5E6jLmdxkCZqi9qS3JmqtPRYkc3uzkn,235,20,49.36,No,40.97,3
1AnYENDaSs4xDQvPnUgvLvoF99VxwxVLy6,235,20,66.97,Yes,40.97,3
bc1qp55uypxl48lk3r3fk8vjjmah3k2n63ua3qcxt8,235,20,27.9,No,40.97,3
17MBooSPWAAJS1QFBXCFWG3E96Mk3XD6L9,235,20,32.14,No,40.97,3
bc1qhta3tldeauxzpq77jc4s8xtrylxvt3932556ef,235,20,35.59,No,40.97,3
bc1q6ffuw3q2utu2h5y463afls56l3ztv45p96rcjt,235,20,29.16,No,40.97,3
18ikRtwV22SfN9mMsfbug7X4FQcakQYRtm,235,20,39.06,No,40.97,3
3LaecQ9CUoSFvvWjgVzRh25fMTU1hSB1Pc,235,20,42.7,No,40.97,3
1La9sBhKTLnmBdbn38vUdgdCtRFQ5wDGhP,235,20,26.62,No,40.97,3
1ATWyHzKvg94N21GQnoxtQJ8yT3ZcdJhmG,235,20,30.31,No,40.97,3
bc1q8d5seekqwgp75l0dk924dzww49fmfdgywh2f7p,235,20,36.53,No,40.97,3
1KLX7id88FJN6PhTieeTUdJSEJgpcb2JPG,235,20,33.73,No,40.97,3
bc1prwxp4kfw6h4d5evwhcy07qprmh68j3zg34wl47s3uvvvvcqudruse49cwy,235,20,30.22,No,40.97,3
bc1qnxarx97emuuv3cy4lz3sdg0tczd9gq62grasrp,235,20,27.05,No,40.97,3
187Ae6Pbpi93Vn2tHXLY6sQ1y8az7uqhX8,235,20,55.1,No,40.97,3
bc1qpezmkqrhnvwex3v9hpytk3u60k8vs9eeknwedx,235,20,38.4,No,40.97,3
bc1p896jy8kglrz7p2y3cnj6z9fs06z028vcwruhuh82e92d9nlddlgqwuljh0,235,20,31.98,No,40.97,3
1GpfidoYwB2f9iiHRBiWrYeiVQV5Xasrja,235,20,84.59,Yes,40.97,3
bc1qv5qknwupnxss4wvdjs2np0ffaslyycdpdh8afq,245,29,58.47,Yes,40.57,1
bc1q4yt6ghslgdz48shpce6jqz62rd8efe3qt0tdtm,245,29,54.4,No,40.57,1
bc1qvselqg2syt3mz7vutyk92s5sptyyxywlke9793,245,29,31.93,No,40.57,1
bc1q940nc4d5h9am5qh47cy7nzfu2ezcq3agx2efnh,245,29,53.56,No,40.57,1
3HzM8yYe12gDwWweGSJ7hTUtbnuVY9f9jH,245,29,48.51,No,40.57,1
3CchgBVfi1gfa1d2SZcViYs88w85Ndvjzb,245,29,54.12,No,40.57,1
bc1qz9w9cu7yypfhk4yfks9l4jedrtr5lre35au2kk,245,29,31.02,No,40.57,1
3FNTKWHhEf25n7qTmbeG1UgBFXcNKqePZ8,245,29,50.82,No,40.57,1
bc1ppx7rfa948vjx44997atv6pmvwfxqxmlajlackdljq0pjkysswhqqm8h5gs,245,29,33.83,No,40.57,1
1KRpnyAxUHZoG9W21yM7WAg96AVP9RR3w5,245,29,48.52,No,40.57,1
1Jifop4camUm2Sr29VTDKi7b7hqrJuDiSp,245,29,28.36,No,40.57,1
31msZVdZbxVfDFJW5wpoeG5WeKnnvswC3V,245,29,46.51,No,40.57,1
bc1qh8jpay8cnssna8zkpglwqswpslyagzztldemar,245,29,27.56,No,40.57,1
1NCFM8bjNvVSTrcUy4oXaYKdLhzz5xWrrS,245,29,55.26,No,40.57,1
323mJCEaNejoTxXPJauEw7KUipYyWLPTN8,245,29,33.95,No,40.57,1
12KcUykzWS3XzdRfYQbDAu6PXJUJiYqWLp,245,29,45.44,No,40.57,1
bc1q8h3j0z9w8pxptepp7xdprs3j9d6tmhfcf20fm7,245,29,45.46,No,40.57,1
1PsxvRwto7VXJrDbDd35An8moSqdj3qARN,245,29,43.26,No,40.57,1
bc1phv6s2u88zrjzyjucwtjs7et0tttrnqg7deymnej4f4n9k9t4wjcqgwn3xr,245,29,29.37,No,40.57,1
1LmcRaJ4fezKxBWRe3fmbQ6hBPEzZ7k7Yv,245,29,40.19,No,40.57,1
3NAy1D9sCFNpCi89kjmNkEqGf8LDvm7Qh3,245,29,28.52,No,40.57,1
bc1qmmu4lcm72zdy2fmvr0e7fcq9guu49656ccjx2s,245,29,40.6,No,40.57,1
3Bibva4TBZUrSHy6Rphon4Vm7jcNQcYgGm,245,29,30.32,No,40.57,1
1ApoW5Zz3HuFKmrJM6AdsKPnQNKbVmCaZ1,245,29,39.58,No,40.57,1
3PgbSqmfzvnsEAb7TqaKrQy2hgtWoK1Kss,245,29,28.51,No,40.57,1
18kaauGFfo32okGjhoDJyuXLxxh3vEXFyF,245,29,38.57,No,40.57,1
18Sv1wi1dAkZ8HkkXWbvWRsUmgEC2Wrmzk,245,29,39.19,No,40.57,1
bc1quq6nhmgf9q9wdu2yukkkulrfgshmxjrnddk8z2,245,29,39.05,No,40.57,1
bc1q9n6se2xxdxws0rc9zdltpfphpgxz796g89450r,245,29,31.73,No,40.57,1
bc1qc584xhs3udfx5c6vtjtu2jwa0zzqqmqu34wzg0,294,3,40.37,No,40.21,0
3ADzjSuukSAPBRM9ZY3hocVWWzyD7rDpkH,294,3,43.25,No,40.21,0
bc1qvdpun0tdvq9dlrz5ecg7r67qdza8q45f80aec8,294,3,37.01,No,40.21,0
bc1q59xh0zege36qlwg4kl4le4ut7hs7573cuswdks,258,7,27.68,No,39.94,0
bc1qzaugs909lqgtd4jw7zy8dvh3tg8tq8a7h8jzum,258,7,46.46,No,39.94,0
bc1qhyann0qz7w3l8wa7mdwcjyf2vwwx3ghj2ddw3w,258,7,42.94,No,39.94,0
38TiN5hw3xaDe89xa9RKiEL4fQ4W4uGGRW,258,7,48.89,No,39.94,0
bc1qzdn0ze9slrh5hxgneffsxgfwntcmz0se4qcukc,258,7,45.01,No,39.94,0
bc1pcn4n29s0hvxmqnjnaysrfl8jz3ss6udw2l9tnwyt470h770dyvuqkhsjek,258,7,40.31,No,39.94,0
3HznGmSd1NnjFiATDnFhBwURoCJhcBDi4K,258,7,28.31,No,39.94,0
1CKUbKAcepF6Fb2xVFp7C7AEzHW4AVCEZ4,261,7,28.03,No,39.84,0
1AqUvKca83GsViRSPbpESdakjYBRsUqYXd,261,7,44.15,No,39.84,0
1HfRpbavqs76DpSdrrHcHZVJrM2jDMXsbr,261,7,42.74,No,39.84,0
bc1q2x9kav7n226u69c3t4rj5dt6nyhxrvmweww3cx,261,7,43.94,No,39.84,0
3N5629G38qJ17QiMEuhV5keMXTbVVZC5D4,261,7,45.74,No,39.84,0
17ptaHSLVMTqfpzb8JSrhwevLGye4cUyxV,261,7,47.15,No,39.84,0
bc1qh3aqfjr37jec77pkpz90dytgk5zy827zqg4056,261,7,27.12,No,39.84,0
bc1pq842d2c8s7gzmwtycqf72xydhz9wrdkf9mqc92sm2ccjwv8x39pqrdm9ke,244,35,38.04,No,39.81,0
35EQgtkviSXD86i7FNjCx73uPP1cqJLjaE,244,35,44.24,No,39.81,0
35LbbytK5rV7JHNW2RNQiYpwzSdFkf7DiG,244,35,28.84,No,39.81,0
bc1qkq3nqes440p4z0q25eny3yf3t27nyjtrrd4uwc,244,35,47.29,No,39.81,0
bc1qs8835ykt7yujluep2p2mesykqdx66fld3czacm,244,35,38.69,No,39.81,0
bc1qd5l8096c3nvcgjuhcxwrstslg5a828zx9qewng,244,35,38.97,No,39.81,0
bc1qchfjfzwmf8fngghahnc0ch5380lj26kzg7rpsu,244,35,34.95,No,39.81,0
bc1ql2y43uhkt7pwwqjhc0fws6782ywcsnhrfmlr7z,244,35,49.82,No,39.81,0
bc1psyrk35pzh2lagwf8rtggd9ksqw2vnv4ervkcq202jgh7xgaf5kesr88yfp,244,35,45.75,No,39.81,0
1My8qWmcsuwFDjLVTzhFgUjoXiJmTmfLiW,244,35,38.94,No,39.81,0
3P3jNYS139Jeq9TT9E2rpG9ggtnsVXDCZS,244,35,34.17,No,39.81,0
19z6MD7xVqCBq5RZpDC3XJgxxcANoxfCZB,244,35,42.47,No,39.81,0
bc1qjpq2rq32mvuupwrsapk3t5w7fcf00vjke2lwmx,244,35,31.31,No,39.81,0
bc1q9kh6vlz6gwj7lvjz0ls7sxpmryj04t2wtfcwlh,244,35,47.18,No,39.81,0
1EJARC6aBVNXr734Nn8LudGFix9Uy7UJfg,244,35,48.52,No,39.81,0
bc1pn3sm0398f2zdd0l3eynevd8vr3w500nmxmsp7flme378gyp6nndq25853d,244,35,39.52,No,39.81,0
13bqQADJd1jxWw6D5mCEWsDbmHbZqfb2VV,244,35,31.14,No,39.81,0
bc1q90e664m5rf3r9z28gjm7p266m4vna6y4xpyk5e,244,35,49.2,No,39.81,0
bc1q2mcd9yqs50zpgu0hq5ylegmrrcv2fgq8jxwgxc,244,35,39.28,No,39.81,0
bc1qpurtqg8tx6ssfzdl358ca7ejn7y3rh8hdkzhtn,244,35,38.2,No,39.81,0
176eZ9otk4nhj4wi4FNEfj87Kty2yGzxZV,244,35,41.38,No,39.81,0
bc1qvjrv3ay5wqh8qyp7tu8pkhaqn5fvkcaegcexsv,244,35,48.04,No,39.81,0
bc1qc6nr3egd0wuqzlnayzmth8j9nym4hw3n3py84x,244,35,35.82,No,39.81,0
bc1qrzt0eqyw9a6h4700vzh4dgk7qyjcf469jn7mzf,244,35,45.5,No,39.81,0
